session_id,user_agent,ip_address,page_views,session_duration,avg_time_per_page,bounce_rate,scroll_depth,click_count,form_interactions,search_queries,request_frequency,javascript_enabled,cookie_enabled,screen_resolution,browser_language,referer_type,hour_of_day,day_of_week,time_between_clicks,page_load_time,unique_pages_visited,sequential_page_views,back_button_usage,tab_switches,copy_paste_events,is_bot
session_016764,python-requests/2.25.1,128.55.7.6,18,119,4.5,0.123,2.8,3,0,0,16.59,0,0,1024x768,unknown,direct,12,3,722.0,467.0,17,0.835,0,0,0,1
session_016765,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,42.128.37.158,4,219,49.98,0.621,42.3,7,0,0,3.39,1,1,375x667,en-US,direct,8,6,13590.0,654.0,4,0.271,3,0,2,0
session_016766,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,7.78.239.208,5,602,97.29,0.456,61.6,13,3,3,3.95,1,1,1440x900,fr-FR,direct,15,4,11671.0,1196.0,3,0.463,4,1,0,0
session_016767,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,177.115.154.149,3,390,51.88,0.515,77.8,13,1,3,4.02,1,1,375x667,en-US,search,13,5,1774.0,807.0,3,0.302,5,3,0,0
session_016768,curl/7.68.0,137.229.82.29,17,172,13.29,0.268,3.3,2,0,0,11.69,0,1,800x600,unknown,referral,17,2,921.0,1236.0,13,0.906,0,0,0,1
session_016769,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,23.65.34.195,5,409,112.61,0.598,52.0,12,1,1,1.27,1,0,1440x900,pt-BR,direct,17,5,11037.0,1353.0,5,0.644,1,2,0,0
session_016770,Scrapy/2.5.1,123.61.121.164,21,173,6.2,0.18,22.9,2,0,0,14.84,0,1,unknown,en,direct,7,6,941.0,584.0,20,0.808,0,0,0,1
session_016771,PostmanRuntime/7.26.8,157.221.116.56,15,170,10.17,0.235,6.7,1,0,1,17.17,1,1,unknown,unknown,direct,16,3,465.0,1004.0,10,0.891,0,0,0,1
session_016772,curl/7.68.0,245.177.147.155,12,149,12.21,0.254,20.0,3,1,1,19.67,0,1,1024x768,,referral,5,1,906.0,737.0,10,0.875,0,0,0,1
session_016773,Scrapy/2.5.1,231.68.233.75,12,199,8.0,0.104,13.5,0,0,0,16.31,1,0,unknown,unknown,referral,20,3,952.0,881.0,7,0.819,0,0,0,1
session_016774,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,124.26.90.83,3,624,34.79,0.764,41.9,11,4,2,4.49,1,1,375x667,en-US,search,14,5,3321.0,1613.0,3,0.562,2,1,2,0
session_016775,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,195.190.250.36,7,484,33.93,0.439,69.0,8,5,0,1.81,1,1,1366x768,de-DE,search,19,3,12576.0,1827.0,4,0.452,3,1,3,0
session_016776,curl/7.68.0,30.160.148.167,12,214,2.93,0.28,19.6,1,0,3,15.06,0,1,0x0,unknown,direct,20,5,560.0,783.0,8,0.968,0,0,0,1
session_016777,curl/7.68.0,206.63.1.58,17,204,6.58,0.199,10.6,1,0,0,14.95,0,0,0x0,en,direct,5,1,677.0,906.0,17,0.96,0,0,0,1
session_016778,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,255.32.140.64,4,181,25.7,0.701,50.7,10,1,1,1.5,1,1,375x667,es-ES,social,17,4,4223.0,914.0,3,0.585,1,2,0,0
session_016779,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,147.215.206.114,3,618,54.75,0.618,72.2,8,1,2,1.75,0,1,1366x768,pt-BR,social,11,6,11614.0,1369.0,3,0.555,3,1,2,0
session_016780,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X),110.221.208.84,7,513,26.48,0.407,45.9,8,0,0,3.9,1,1,1920x1080,en-US,referral,8,2,2475.0,1298.0,4,0.662,4,1,2,0
session_016781,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X),21.79.85.111,6,525,69.38,0.746,73.0,7,1,1,2.41,1,1,1536x864,es-ES,direct,16,6,4593.0,1075.0,2,0.592,5,2,0,0
session_016782,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X),34.193.152.209,3,405,89.22,0.751,45.8,8,2,2,3.22,1,1,1440x900,en-US,referral,20,2,6074.0,2351.0,3,0.438,4,3,1,0
session_016783,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,226.91.143.167,5,542,59.13,0.687,76.6,9,3,1,1.94,1,1,1366x768,pt-BR,search,13,7,9051.0,896.0,4,0.627,2,7,0,0
session_016784,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,5.223.85.149,4,472,55.51,0.431,62.1,5,4,1,3.8,1,1,1920x1080,en-US,referral,18,2,1511.0,384.0,4,0.4,2,2,1,0
session_016785,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,75.173.118.124,4,868,70.48,0.774,80.7,5,1,2,2.7,1,1,1536x864,en-US,direct,21,3,5262.0,1533.0,1,0.308,9,1,1,0
session_016786,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,39.235.4.214,3,457,79.7,0.593,78.6,9,1,2,0.88,1,1,1920x1080,pt-BR,search,10,1,1057.0,701.0,3,0.34,2,0,2,0
session_016787,Go-http-client/1.1,248.82.81.26,13,329,10.08,0.172,15.6,1,0,1,10.66,0,1,800x600,en,direct,19,1,778.0,896.0,10,0.923,0,0,1,1
session_016788,python-requests/2.25.1,57.77.9.243,17,222,10.28,0.28,18.9,1,0,0,14.41,0,0,1024x768,unknown,direct,23,7,683.0,760.0,13,0.888,0,0,0,1
session_016789,Scrapy/2.5.1,161.86.223.7,19,165,6.85,0.264,7.5,5,0,0,17.03,0,1,800x600,en,direct,4,6,521.0,812.0,12,0.941,0,0,0,1
session_016790,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,180.151.122.228,8,419,38.26,0.639,40.8,14,1,0,4.71,1,1,1920x1080,fr-FR,social,13,3,2912.0,1742.0,2,0.46,4,2,2,0
session_016791,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X),204.37.216.138,5,671,88.22,0.307,71.6,8,4,3,3.04,1,1,1920x1080,fr-FR,direct,12,6,11095.0,746.0,2,0.467,4,3,0,0
session_016792,Go-http-client/1.1,154.226.141.133,23,135,8.52,0.14,28.4,4,0,0,10.08,1,0,0x0,,direct,1,2,373.0,695.0,11,0.821,0,0,0,1
session_016793,python-requests/2.25.1,115.166.3.25,15,97,5.21,0.212,16.9,3,0,1,16.55,0,1,unknown,unknown,direct,22,3,673.0,675.0,12,0.959,0,0,0,1
session_016794,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X),110.25.74.89,5,487,97.03,0.353,58.1,11,3,3,3.68,1,1,1366x768,de-DE,referral,8,6,14489.0,972.0,5,0.581,3,0,2,0
session_016795,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,218.233.132.196,5,370,63.86,0.76,58.5,7,2,2,4.81,1,1,1536x864,es-ES,search,13,1,3549.0,1347.0,3,0.393,3,4,0,0
session_016796,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,33.109.98.49,6,567,35.19,0.687,93.0,4,2,0,2.78,1,1,1440x900,pt-BR,direct,13,6,9704.0,1416.0,4,0.438,2,2,1,0
session_016797,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,218.210.108.212,12,283,21.98,0.8,79.0,8,0,1,1.4,1,1,375x667,es-ES,search,15,6,4502.0,1390.0,1,0.223,6,3,3,0
session_016798,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,48.179.234.54,1,439,95.44,0.572,43.3,8,0,0,4.84,1,1,1920x1080,de-DE,search,8,2,3330.0,1194.0,1,0.461,2,3,1,0
session_016799,python-requests/2.25.1,250.98.195.39,16,304,3.71,0.107,0.8,1,0,0,9.93,1,1,0x0,,direct,15,5,338.0,399.0,14,0.908,1,0,0,1
session_016800,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,124.60.146.209,9,789,48.05,0.785,66.5,7,0,1,3.85,1,1,1366x768,de-DE,direct,20,2,13434.0,1651.0,9,0.64,4,2,1,0
session_016801,Scrapy/2.5.1,129.179.100.227,12,205,5.65,0.155,21.7,2,0,1,8.01,0,1,unknown,en,direct,4,2,563.0,955.0,12,0.836,0,0,1,1
session_016802,Go-http-client/1.1,82.59.182.193,19,233,8.21,0.267,28.9,2,0,2,14.49,1,0,0x0,en,search,15,5,800.0,691.0,13,0.861,0,0,0,1
session_016803,Go-http-client/1.1,240.23.71.130,13,187,4.64,0.222,18.4,4,0,0,12.66,1,1,1024x768,,direct,16,6,787.0,723.0,13,0.81,0,0,0,1
session_016804,Scrapy/2.5.1,120.121.232.92,24,205,2.84,0.278,27.1,0,1,1,10.11,0,1,unknown,,search,20,2,350.0,1070.0,16,0.887,0,0,1,1
session_016805,PostmanRuntime/7.26.8,251.248.51.165,12,128,9.91,0.137,5.8,1,1,0,16.82,1,1,0x0,en,referral,11,3,605.0,571.0,11,0.959,0,0,1,1
session_016806,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,38.94.100.118,5,854,91.96,0.334,84.2,13,3,1,2.93,1,1,1536x864,de-DE,search,10,1,6895.0,1417.0,5,0.67,2,3,0,0
session_016807,Go-http-client/1.1,115.17.192.249,10,230,5.55,0.135,25.4,2,0,0,19.42,0,1,1024x768,en,direct,7,4,960.0,708.0,10,0.865,0,0,0,1
session_016808,PostmanRuntime/7.26.8,141.170.222.116,15,183,7.75,0.167,5.1,2,0,2,15.45,0,1,0x0,en,direct,13,3,286.0,672.0,12,0.873,0,0,0,1
session_016809,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X),169.245.186.86,4,500,23.87,0.774,76.9,8,2,2,2.93,0,0,1536x864,fr-FR,search,19,3,3235.0,801.0,4,0.645,1,1,1,0
session_016810,PostmanRuntime/7.26.8,39.47.213.170,22,116,7.57,0.154,3.4,1,0,1,11.73,0,0,800x600,unknown,direct,13,4,530.0,710.0,12,0.971,0,0,0,1
session_016811,PostmanRuntime/7.26.8,153.54.248.96,17,263,7.5,0.253,16.7,6,0,0,15.47,1,1,0x0,en,search,12,6,927.0,849.0,16,0.871,0,0,0,1
session_016812,PostmanRuntime/7.26.8,112.250.201.173,21,196,7.61,0.286,7.7,0,0,0,11.22,0,1,800x600,unknown,direct,9,2,362.0,885.0,8,0.862,0,0,0,1
session_016813,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,3.152.87.103,9,362,10.0,0.671,76.3,15,0,2,0.96,1,1,375x667,fr-FR,direct,13,5,11795.0,936.0,2,0.406,4,5,1,0
session_016814,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,148.60.114.44,2,559,34.03,0.535,60.7,7,3,2,3.04,1,1,1920x1080,pt-BR,social,11,4,3454.0,1119.0,2,0.564,5,3,2,0
session_016815,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,30.106.82.24,7,339,54.9,0.416,70.2,8,2,1,3.9,1,1,375x667,en-GB,search,18,5,10856.0,1512.0,5,0.223,2,3,0,0
session_016816,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,100.145.140.34,5,230,78.22,0.489,72.6,10,3,3,2.2,1,1,1536x864,en-US,social,22,4,1376.0,1039.0,4,0.672,2,3,0,0
session_016817,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X),239.94.227.16,11,445,20.35,0.675,80.1,7,4,1,4.64,1,1,1440x900,en-GB,social,14,5,11101.0,633.0,9,0.403,5,1,0,0
session_016818,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X),66.13.208.186,8,596,20.15,0.499,82.4,6,0,1,0.87,1,1,1920x1080,de-DE,search,13,3,9711.0,984.0,8,0.383,3,3,1,0
session_016819,PostmanRuntime/7.26.8,82.93.88.124,17,213,12.38,0.134,24.2,1,0,0,13.52,0,0,0x0,unknown,search,7,6,194.0,673.0,16,0.867,0,0,0,1
session_016820,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,166.88.106.171,5,719,74.59,0.777,41.0,13,1,2,3.77,1,0,1366x768,fr-FR,search,17,4,2533.0,1737.0,5,0.42,2,1,1,0
session_016821,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,135.119.44.6,8,712,10.0,0.395,77.4,10,1,0,2.51,1,1,1536x864,es-ES,search,2,7,10531.0,650.0,3,0.219,3,4,3,0
session_016822,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X),159.7.50.159,7,460,60.99,0.477,62.8,3,1,2,4.31,1,1,1440x900,en-US,search,14,6,12986.0,1737.0,5,0.222,2,2,2,0
session_016823,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,26.249.185.109,4,422,85.39,0.613,43.2,9,0,1,3.89,1,1,1536x864,pt-BR,search,13,3,2174.0,1591.0,4,0.54,0,1,0,0
session_016824,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,90.75.248.111,9,496,80.25,0.714,62.5,7,1,1,3.84,1,1,1366x768,pt-BR,direct,8,4,11481.0,1284.0,3,0.319,3,0,1,0
session_016825,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,249.107.212.106,6,446,119.48,0.474,51.8,10,1,4,3.45,1,0,1920x1080,de-DE,referral,3,6,14999.0,1040.0,6,0.409,4,1,0,0
session_016826,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,183.52.85.212,4,363,29.56,0.49,69.0,10,4,3,4.74,1,1,1440x900,en-US,direct,16,5,13765.0,1333.0,4,0.339,4,1,1,0
session_016827,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,7.145.69.253,5,375,38.84,0.425,42.8,9,1,1,3.92,1,1,1366x768,fr-FR,direct,16,7,10831.0,1678.0,4,0.488,1,3,1,0
session_016828,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,101.137.35.116,6,840,77.01,0.781,42.7,8,2,2,4.74,1,1,1440x900,en-GB,search,20,4,2634.0,936.0,6,0.397,3,2,0,0
session_016829,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,25.216.87.84,7,681,53.46,0.586,52.3,4,1,3,3.64,1,1,1366x768,en-GB,referral,20,4,1090.0,1212.0,6,0.689,0,2,3,0
session_016830,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,170.31.169.148,7,551,45.17,0.654,75.2,12,2,1,1.75,1,0,1440x900,en-GB,direct,19,1,12222.0,725.0,1,0.516,4,3,1,0
session_016831,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,106.118.80.41,4,90,62.9,0.375,40.2,11,4,1,3.6,1,1,375x667,es-ES,search,20,2,11634.0,1910.0,1,0.586,4,3,0,0
session_016832,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,122.177.67.182,4,575,86.95,0.61,48.7,12,3,2,3.23,1,1,375x667,en-GB,referral,20,2,2477.0,1200.0,4,0.424,4,0,0,0
session_016833,Go-http-client/1.1,194.129.172.69,19,181,0.5,0.276,21.4,2,0,0,14.65,0,0,1024x768,en,search,13,2,459.0,865.0,12,0.907,0,0,0,1
session_016834,Go-http-client/1.1,78.143.182.62,11,255,8.43,0.201,17.2,2,0,0,9.88,0,0,800x600,,direct,12,1,787.0,926.0,6,0.864,0,0,0,1
session_016835,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,6.191.135.2,4,581,81.2,0.566,65.2,6,5,0,3.91,0,1,1366x768,es-ES,direct,20,5,2815.0,1335.0,4,0.42,3,2,2,0
session_016836,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X),122.60.3.174,6,704,73.94,0.703,49.4,7,2,1,3.66,1,0,1440x900,en-US,social,13,2,1343.0,2108.0,6,0.31,2,2,2,0
session_016837,Go-http-client/1.1,14.59.235.30,18,211,10.12,0.117,3.7,3,0,1,16.91,1,1,1024x768,en,social,10,4,178.0,785.0,11,0.828,0,0,0,1
session_016838,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,204.166.164.144,8,560,97.29,0.676,45.1,7,2,1,4.38,1,0,1536x864,de-DE,social,8,2,10535.0,1164.0,5,0.518,2,0,1,0
session_016839,curl/7.68.0,106.208.190.207,10,103,11.44,0.297,10.2,0,0,0,11.4,1,1,800x600,unknown,direct,15,6,360.0,701.0,8,0.807,1,0,3,1
session_016840,python-requests/2.25.1,63.131.68.159,14,156,7.01,0.245,0.8,1,0,1,9.72,0,0,800x600,,direct,7,3,847.0,732.0,8,0.917,0,0,0,1
session_016841,PostmanRuntime/7.26.8,65.209.195.192,15,240,3.84,0.152,6.8,2,0,0,11.6,1,0,unknown,unknown,direct,2,7,991.0,453.0,10,0.928,0,0,0,1
session_016842,Go-http-client/1.1,77.211.232.209,17,116,9.44,0.147,0.9,2,1,0,19.86,0,1,800x600,,direct,15,2,465.0,779.0,14,0.99,0,0,0,1
session_016843,PostmanRuntime/7.26.8,48.42.180.202,13,160,13.05,0.217,10.9,1,0,0,9.13,0,0,0x0,en,direct,2,7,746.0,1345.0,10,0.97,0,0,0,1
session_016844,Scrapy/2.5.1,92.111.205.49,20,251,5.95,0.259,16.8,1,1,1,13.18,0,1,unknown,en,direct,22,7,295.0,908.0,16,0.807,1,0,0,1
session_016845,Go-http-client/1.1,181.88.174.80,12,146,9.38,0.15,28.0,2,1,2,18.65,1,1,800x600,unknown,direct,18,1,915.0,464.0,12,0.87,0,0,1,1
session_016846,python-requests/2.25.1,4.151.131.94,12,240,9.43,0.277,18.7,2,0,0,9.17,0,0,1024x768,en,direct,19,3,359.0,564.0,7,0.944,0,0,0,1
session_016847,Go-http-client/1.1,70.158.118.28,17,200,11.67,0.125,20.7,2,0,1,14.44,0,0,800x600,,direct,7,4,342.0,857.0,13,0.814,0,0,1,1
session_016848,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,174.3.56.206,4,869,32.86,0.541,65.3,9,0,2,3.31,1,1,1536x864,fr-FR,search,21,1,6755.0,2235.0,2,0.463,5,3,0,0
session_016849,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X),61.182.189.31,6,499,93.87,0.731,90.4,12,2,1,3.42,1,1,1366x768,en-GB,direct,9,4,4765.0,1095.0,3,0.405,2,3,0,0
session_016850,PostmanRuntime/7.26.8,43.238.83.83,19,143,13.52,0.216,2.3,3,0,0,9.66,0,1,1024x768,,direct,16,4,401.0,749.0,13,0.886,0,0,0,1
session_016851,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,85.243.68.250,4,490,77.43,0.775,58.1,8,0,1,3.14,1,1,1440x900,en-US,social,16,4,6510.0,1574.0,4,0.496,4,1,1,0
session_016852,Go-http-client/1.1,102.183.195.207,12,106,7.06,0.264,5.1,3,0,0,16.72,0,1,0x0,,direct,0,3,627.0,972.0,9,0.905,1,0,0,1
session_016853,PostmanRuntime/7.26.8,131.71.226.179,16,138,11.0,0.141,21.6,4,0,0,16.23,0,0,0x0,en,direct,8,2,958.0,693.0,10,0.856,0,0,0,1
session_016854,PostmanRuntime/7.26.8,135.63.28.77,17,249,9.69,0.265,0.6,3,0,0,15.59,0,0,0x0,en,direct,14,2,434.0,988.0,13,0.851,1,0,0,1
session_016855,Scrapy/2.5.1,229.245.194.48,17,127,8.2,0.117,15.3,3,0,0,18.12,0,1,1024x768,,direct,19,5,113.0,928.0,7,0.946,1,0,0,1
session_016856,curl/7.68.0,25.12.17.38,11,261,7.08,0.165,4.2,1,0,0,14.25,0,1,unknown,en,referral,2,1,936.0,605.0,11,0.991,0,0,1,1
session_016857,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,129.142.27.98,4,151,48.68,0.588,43.7,8,3,1,4.3,1,1,1920x1080,en-US,direct,23,6,8862.0,1198.0,4,0.291,8,1,1,0
session_016858,PostmanRuntime/7.26.8,127.32.112.222,18,187,3.54,0.206,10.8,2,1,1,12.17,0,0,800x600,en,direct,6,5,548.0,1207.0,8,0.824,0,0,0,1
session_016859,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,210.46.216.177,7,385,51.17,0.512,93.0,5,2,1,3.6,1,1,1920x1080,fr-FR,search,5,2,10759.0,2054.0,7,0.326,3,1,1,0
session_016860,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,13.181.201.165,6,413,18.0,0.454,41.7,10,4,2,1.14,1,1,1536x864,es-ES,direct,1,3,2675.0,1151.0,4,0.445,1,0,2,0
session_016861,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,96.219.211.133,7,580,38.89,0.646,49.5,15,3,2,0.8,1,1,1366x768,pt-BR,search,14,6,7226.0,722.0,7,0.365,4,2,1,0
session_016862,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,129.206.14.138,4,571,80.36,0.784,61.2,5,2,1,3.76,1,1,1920x1080,pt-BR,search,14,2,11717.0,1140.0,4,0.476,0,3,2,0
session_016863,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,126.144.93.253,5,1012,74.69,0.576,78.3,7,3,0,2.86,1,0,1536x864,es-ES,social,2,3,1756.0,951.0,5,0.342,4,4,1,0
session_016864,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,160.164.128.26,8,407,72.32,0.322,83.8,11,1,2,3.11,1,1,375x667,fr-FR,search,8,6,8830.0,1452.0,6,0.235,4,3,0,0
session_016865,PostmanRuntime/7.26.8,126.213.44.218,16,120,11.21,0.135,19.2,0,0,2,9.31,1,1,0x0,unknown,direct,10,3,118.0,834.0,13,0.863,0,0,0,1
session_016866,curl/7.68.0,201.246.63.107,6,112,14.37,0.277,15.0,1,0,1,11.15,0,0,800x600,en,direct,3,2,465.0,1023.0,6,0.909,1,0,0,1
session_016867,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,185.40.176.80,5,520,95.29,0.482,81.4,9,1,1,2.3,1,1,1366x768,en-US,search,19,4,8054.0,1184.0,5,0.547,3,2,0,0
session_016868,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,175.7.67.138,5,862,50.25,0.497,86.6,4,3,2,0.84,1,1,1440x900,es-ES,search,10,7,8755.0,1102.0,5,0.27,4,0,1,0
session_016869,PostmanRuntime/7.26.8,210.170.36.179,21,295,12.06,0.183,10.7,2,0,0,18.4,0,0,unknown,en,direct,8,3,388.0,621.0,6,0.903,0,0,0,1
session_016870,python-requests/2.25.1,214.93.68.211,12,112,10.19,0.281,12.3,1,0,0,18.61,0,0,unknown,en,social,0,2,293.0,734.0,11,0.879,0,0,0,1
session_016871,Scrapy/2.5.1,39.30.69.118,13,144,6.19,0.172,22.9,0,0,0,12.2,1,1,800x600,,direct,9,6,394.0,615.0,12,0.972,0,0,0,1
session_016872,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,120.39.96.200,5,408,43.63,0.54,45.1,10,1,2,1.79,1,1,375x667,en-GB,referral,20,2,4273.0,204.0,5,0.539,3,4,1,0
session_016873,Go-http-client/1.1,242.161.64.133,11,328,11.88,0.142,14.9,3,0,0,8.67,1,1,unknown,en,direct,23,6,191.0,759.0,11,0.818,0,0,0,1
session_016874,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X),64.250.109.60,7,286,39.38,0.555,54.1,7,3,1,3.31,0,1,1366x768,de-DE,referral,8,1,12729.0,1208.0,5,0.436,3,2,0,0
session_016875,Scrapy/2.5.1,253.68.158.60,23,196,3.09,0.108,25.8,1,1,0,10.41,0,0,unknown,en,direct,2,1,697.0,653.0,15,0.852,0,0,0,1
session_016876,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,18.160.63.201,4,165,105.35,0.464,68.4,4,4,2,3.49,1,1,1920x1080,pt-BR,social,21,2,6972.0,872.0,2,0.647,0,3,0,0
session_016877,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,16.236.107.22,3,565,87.89,0.673,76.3,11,2,1,2.94,1,1,1536x864,pt-BR,search,9,5,2679.0,1308.0,2,0.266,1,1,0,0
session_016878,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,138.48.165.192,4,803,44.93,0.305,46.1,4,1,0,3.68,1,1,1920x1080,es-ES,direct,18,4,8747.0,1320.0,4,0.535,6,1,0,0
session_016879,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,78.3.12.56,9,757,66.47,0.763,52.5,10,1,3,2.85,1,1,1366x768,fr-FR,social,20,3,6624.0,997.0,4,0.349,4,1,0,0
session_016880,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,26.97.136.32,4,350,53.84,0.653,72.3,8,1,0,3.76,1,0,1440x900,en-US,social,12,1,14049.0,236.0,4,0.219,4,5,2,0
session_016881,curl/7.68.0,95.95.116.120,15,173,1.55,0.213,14.8,2,0,0,12.16,0,1,1024x768,,direct,4,5,549.0,844.0,10,0.808,0,0,0,1
session_016882,python-requests/2.25.1,46.21.152.133,15,47,8.66,0.283,10.4,2,0,2,14.3,1,0,800x600,en,direct,4,3,650.0,903.0,10,0.827,0,0,0,1
session_016883,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,120.213.83.232,3,61,70.37,0.424,46.0,5,2,1,4.38,1,1,1440x900,es-ES,social,12,2,9821.0,1196.0,1,0.376,5,2,1,0
session_016884,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,89.251.100.168,6,612,82.87,0.746,66.2,11,0,1,0.77,1,1,1536x864,es-ES,search,17,2,14690.0,1198.0,5,0.322,5,3,0,0
session_016885,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X),238.66.2.5,5,648,104.58,0.307,84.6,10,2,3,4.99,1,1,1440x900,de-DE,search,9,4,5007.0,787.0,1,0.676,3,2,1,0
session_016886,Go-http-client/1.1,25.80.172.184,8,181,6.66,0.237,0.6,1,0,0,19.1,1,0,800x600,en,direct,7,6,730.0,870.0,8,0.963,2,0,0,1
session_016887,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,179.252.112.87,9,492,17.59,0.4,75.4,9,2,3,1.39,1,1,375x667,fr-FR,search,4,7,1520.0,1076.0,3,0.496,2,5,1,0
session_016888,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,195.51.233.96,5,670,71.66,0.595,71.0,9,5,1,2.44,1,1,1920x1080,de-DE,search,9,6,5231.0,1515.0,5,0.49,4,2,1,0
session_016889,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,48.122.225.37,9,674,84.78,0.58,74.3,7,0,2,4.59,1,0,375x667,es-ES,search,12,5,8806.0,1238.0,6,0.656,2,0,0,0
session_016890,Scrapy/2.5.1,53.212.104.212,7,178,5.9,0.241,14.3,2,0,0,15.78,0,0,0x0,en,direct,15,2,992.0,848.0,7,0.95,0,0,0,1
